Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
90107	HQ Black Box (M)	Gives a random Lv.55-60 HQ Facility.	Contains data of an unknown nature. Open it to decipher its secrets.	Assets/Product/Texture/Image/IconTools/ItCaseI020030.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI020030Sp.png	16	4	997	999	99						1	10											2	9017						
90108	Memory EXP Set (S)	Gives random Memory upgrade materials.	Memory enhance module issued by Babylonia. Requires authentication of the commandant's identity to open.	Assets/Product/Texture/Image/IconTools/ItCaseIexp001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseIexp001Sp.png	16	4	997	999	99						1	10											2	9018						
90110	Equipment Overclock Black Box (M)	Gives random equipment overclock materials.	Contains data of an unknown nature. Open it to decipher its secrets.	Assets/Product/Texture/Image/IconTools/ItCaseBreach002.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseBreach002Sp.png	16	4	1000	999	99						1	10											2	9011						
91000	2-4★ Memory Box	Gives a random 2-4★ Memory.	Box containing a Memory Chip. Requires authentication of the commandant's identity to open.	Assets/Product/Texture/Image/IconTools/ItCaseI004.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI004Sp.png	16	3	1000	999	99						1	10											2	9100						
91006	6★ Memory Box	Gives a random 6★ equipment.	Box containing a high-level Memory Chip. Requires authentication of the commandant's identity to open.	Assets/Product/Texture/Image/IconTools/ItCaseI003.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI003Sp.png	16	6	1000	999	99						1	10											2	9106						
92000	2-4★ Weapon Box	Gives a random 2-4★ weapon.	Box containing a weapon. Requires authentication of the Commandant's identity to open.	Assets/Product/Texture/Image/IconTools/ItCaseW004.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseW004Sp.png	16	3	1000	999	99						1	10											2	9200						
93000	5★ Weapon Box	Gives a random 5★ weapon.	Box containing a high-level weapon. Requires authentication of the Commandant's identity to open.	Assets/Product/Texture/Image/IconTools/ItCaseW002.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseW002Sp.png	16	5	1000	999	99						1	10											2	9300						
94000	Hanna Memory 1	Gives 6★ Memory - Hanna 1.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi01.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi01Sp.png	16	6	10000	9	1						1	100											1	1120						
94001	Hanna Memory 2	Gives 6★ Memory - Hanna 2.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi02.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi02Sp.png	16	6	10001	9	1						1	100											1	1121						
94002	Hanna Memory Set of 2	Gives 6★ Memory - Hanna 3 and Hanna 4.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi03.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi03Sp.png	16	6	10002	9	1						1	100											1	1122						
94003	Condelina Memory Set of 2	Gives 6★ Memory - Condelina 5 and Condelina 6.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi04.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi04Sp.png	16	6	10003	9	1						1	100											1	1123						
94004	6★ Weapon - Sirius	Gives 6★ weapon - Sirius.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi09.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi09Sp.png	16	6	10004	9	1						1	100											1	1124						
94005	Skeletal Bride - Luminance	Gives Luminance Coating - Skeletal Bride.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi10.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi10Sp.png	16	6	10005	9	1						1	100											1	1128						
94006	A-Rank Construct Pick	Choose one from 6 A-Rank Constructs: Dawn, Lux, Palefire, Zero, Blast, Nightblade.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi05.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi05Sp.png	16	6	10006	9	1						1	100											3	1130	1					
94007	[Japanese Sakura] Decor Set	Gives [Japanese Sakura] Decor set.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi06.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi06Sp.png	16	6	10007	9	1						1	100											1	1125						
94008	S-Rank Construct Pick	Choose one from 5 S-Rank Constructs: Luminance, Entropy, Ember, Tenebrion, Pulse.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi07.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi07Sp.png	16	6	10008	9	1						1	100											3	1131	1					
94009	Portrait - Special Identity	Gives Portrait - Special Identity.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi08.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi08Sp.png	16	6	10009	9	1						1	100											1	1127						
94010	New Year A-Rank Construct Pick	Choose one from 7 A-Rank Constructs: Dawn, Lux, Palefire, Zero, Blast, Nightblade, Bastion.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi05.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi05Sp.png	16	6	10006	9	1						1	100											3	1139	1					
94011	New Year B-Rank Construct Pick	Choose one from 3 B-Rank Constructs: Lotus, Storm, Eclipse.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi11.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi11Sp.png	16	5	10006	99	1						1	100											3	1140	1					
94012	White Knight	Choose 1 from 4 A-Rank Constructs: Palefire, Bastion, Nightblade, Astral.	I will protect you for the rest of my life.	Assets/Product/Texture/Image/IconTools/IconActivityCase2003002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003002Sp.png	16	6	10006	9	1						1	100											3	1149	1					
94013	Rosy Lover	Choose 1 from 5 A-Rank Constructs: Zero, Blast, Dawn, Lux, Brilliance.	Are you calling my name?	Assets/Product/Texture/Image/IconTools/IconActivityCase2003001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityCase2003001Sp.png	16	6	10006	9	1						1	100											3	1150	1					
94014	A-Rank Construct Pick	Choose one from 11 A-Rank Constructs: Dawn, Lux, Palefire, Zero, Blast, Nightblade, Bastion, Astral, Brilliance, Silverfang, and Arclight.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi05.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi05Sp.png	16	6	10006	9	1						1	100											3	1171	1					
94015	B-Rank Construct Pick	Choose one from 3 B-Rank Constructs: Lotus, Storm, Eclipse.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi11.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi11Sp.png	16	5	10006	99	1						1	100											3	1140	1					
94016	Candy Pack	Gives 1 Serum Bundle (L), 3 Weapon Overclock Core II, and 3 Major Overclock Alloy.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/IconErtongjie002.png	Assets/Product/Texture/Image/IconToolsSp/IconErtongjie002Sp.png	16	6	10001	9	1						1	100											1	1173						
94017	Race Gift	Gives a random Zu Wenyuan Memory.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/IconDuanwujie003.png	Assets/Product/Texture/Image/IconToolsSp/IconDuanwujie003Sp.png	16	6	10000	9	9						1	100											2	9400						
94018	Sweet Zongzi	Gives 60ml of Serum.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/IconDuanwujie002.png	Assets/Product/Texture/Image/IconToolsSp/IconDuanwujie002Sp.png	16	4	10001	99	99						1	100											1	1107						
94019	Meat Zongzi	Gives 60ml of Serum.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/IconDuanwujie001.png	Assets/Product/Texture/Image/IconToolsSp/IconDuanwujie001Sp.png	16	4	10002	99	99						1	100											1	1107						
94020	New Commandant Supply Crate	Gives EXP Pod (L) x2, Memory Enhancer IV x5, Weapon Enhancer IV x2, Skill Point x10, and Cog x100,000	Use it in Items > Item. Up to 10 can be purchased per player.	Assets/Product/Texture/Image/IconTools/ItCaseI020010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI020010Sp.png	16	4	10003	99	99						1	100											1	1175						
94021	Camu Memory Supply	Gives a full set of Lv.25 Koya Memory	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseEquip001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseEquip001Sp.png	16	4	10004	9	9						1	100											1	39009						
94022	KFC Plume Memory Pack	Gives a full set of KFC Lucia Memory	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItKfc003.png	Assets/Product/Texture/Image/IconToolsSp/ItKfc003Sp.png	16	5	10000	9	1																		1	1176						
94023	KFC Crimson Abyss Memory Pack	Gives a whole set of KFC Alpha Memory	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItKfc002.png	Assets/Product/Texture/Image/IconToolsSp/ItKfc002Sp.png	16	5	10000	9	1																		1	1177						
94024	A-Rank Construct Pick	Choose one from twelve A-Rank Constructs: Dawn, Lux, Palefire, Zero, Blast, Nightblade, Bastion, Astral, Brilliance, Silverfang, Arclight, and Rozen.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi05.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi05Sp.png	16	6	10006	9	1						1	100											3	1178	1					
95000	Coating Pick Supply Pack	Use it in Items > Item.	Choose 1 from 16 Coatings: Gray Feathers: Palefire, Gray Feathers: Nightblade, Gray Feathers: Tenebrion, Gray Feathers: Blast, Gray Feathers: Lotus, Gray Feathers: Eclipse, Gray Feathers: Lux, Gray Feathers: Dawn, Gray Feathers: Entropy, Gray Feathers: Ember, Machina, Thistle, Gothic, Ashen End, Gray Feathers: Pulse, Shooting Star.	Assets/Product/Texture/Image/IconTools/ItCaseI010050.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI010050Sp.png	16	5	10000	9	1						1	100											3	1132	1					
95100	[Teatime] Blueprint Bundle	Gives a full set of [Teatime] Decor Blueprint.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseDorm003.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseDorm003Sp.png	16	5	10000	9	1						1	100											1	1134						
95101	[Teatime] Set	Gives a full set of [Teatime] Decor.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseDorm002.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseDorm002Sp.png	16	5	10001	9	1						1	100											1	1136						
95102	[Teatime] Blueprint Pick	Choose 1 of the [Teatime] Decor Blueprints.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseDorm001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseDorm001Sp.png	16	4	10002	99	99						1	100											3	1138	1					
95120	[Snowy Church] Blueprint Bundle	Gives a full set of [Snowy Church] Decor Blueprint.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseLieche003.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseLieche003Sp.png	16	5	10000	9	1						1	100											1	1142						
95121	[Snowy Church] Set	Gives a full set of [Snowy Church] Decor.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseLieche002.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseLieche002Sp.png	16	5	10001	9	1						1	100											1	1144						
95122	[Snowy Church] Blueprint Pick	Choose 1 of the [Snowy Church] Decor Blueprints.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItCaseLieche001.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseLieche001Sp.png	16	4	10002	99	99						1	100											3	1146	1					
96000	New Year Present	New Year Present worth 100000 Cogs. Share it with your friends.	Why's everybody carrying a box like this? Does it have something to do with this old 'Spring Festival'? - Nanami's Diary Entry 4013	Assets/Product/Texture/Image/IconTools/NewyearGift.png	Assets/Product/Texture/Image/IconToolsSp/NewyearGiftSp.png	16	5	10000	999	1	1	2022/1/29 7:00	1209540	810	1													4	1						
95130	[Chess Game] Blueprint Bundle	Gives a full set of [Chess Game] Decor Blueprint.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItZhongguochuan003.png	Assets/Product/Texture/Image/IconToolsSp/ItZhongguochuan003Sp.png	16	5	10000	9	1						1	100											1	1154						
95131	[Chess Game] Set	Gives a full set of [Chess Game] Decor.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItZhongguochuan002.png	Assets/Product/Texture/Image/IconToolsSp/ItZhongguochuan002Sp.png	16	5	10001	9	1						1	100											1	1160						
95132	[Chess Game] Blueprint Pick	Choose 1 of the [Chess Game] Decor Blueprints.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItZhongguochuan001.png	Assets/Product/Texture/Image/IconToolsSp/ItZhongguochuan001Sp.png	16	4	10002	99	99						1	100											3	1170	1					
95133	[Island Holiday] Blueprint Bundle	Gives a full set of the [Island Holiday] decor blueprint.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItShuishagnleyuan003.png	Assets/Product/Texture/Image/IconToolsSp/ItShuishagnleyuan003Sp.png	16	5	10000	9	1						1	100											1	1163						
95134	[Island Holiday] Set	Gives a full set of the [Island Holiday] decor.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItShuishagnleyuan002.png	Assets/Product/Texture/Image/IconToolsSp/ItShuishagnleyuan002Sp.png	16	5	10001	9	1						1	100											1	1165						
95135	[Island Holiday] Blueprint Pick	Choose one of the [Island Holiday] decor blueprints.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItShuishagnleyuan001.png	Assets/Product/Texture/Image/IconToolsSp/ItShuishagnleyuan001Sp.png	16	4	10002	99	99						1	100											3	1167	1					
95136	[KFC-Linked] Decor Set	Gives a full set of [KFC-Linked] decor and 300 Decor Coins.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/ItKfc001.png	Assets/Product/Texture/Image/IconToolsSp/ItKfc001Sp.png	16	5	10000	9	1																		1	1169						
2000	Light Colored Ceiling Blueprint	Type: Ceiling	Changes Decor to Light Colored Ceiling.	Assets/Product/Texture/Image/IconTools/IconBlueBasisceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisceiling001Sp.png	16388	4	10	99999	999						1	10				4	10015						211101001							
2001	Metal Wall Blueprint	Type: Wall	Changes Decor to Metal Wall.	Assets/Product/Texture/Image/IconTools/IconBlueBasiswall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasiswall001Sp.png	16388	4	10	99999	999						1	10				4	10015						211201001							
2002	Metal Floor Blueprint	Type: Floor	Changes Decor to Metal Floor.	Assets/Product/Texture/Image/IconTools/IconBlueBasisfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasisfloor001Sp.png	16388	4	10	99999	999						1	10				4	10015						212102001							
2003	Incubator Blueprint	Type: Small Object	Changes Decor to Incubator.	Assets/Product/Texture/Image/IconTools/IconBlueBasistrays001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueBasistrays001Sp.png	16388	4	10	99999	999						1	10				4	10015						212102002							
